feature1,feature2,label
-1.4029,-2.3329,0
2.7333,-1.2443,1
0.0153,2.0058,1
-1.2109,2.7021,1
1.1041,-2.1030,0
-1.6490,-1.7114,0
-1.6807,0.9814,1
-1.9195,-2.1004,0
2.0010,1.3727,1
0.7369,0.4045,1
-0.9686,1.9275,1
1.5973,1.3997,1
-2.1019,-1.0972,0
1.4204,1.6342,1
1.3815,1.3394,1
-1.8444,2.8336,1
-1.2128,-0.4181,0
2.2613,-1.1450,1
-0.1484,-2.4223,0
-1.0209,-1.9983,0
-0.5490,-1.2056,0
0.8329,-1.3296,0
-1.4992,-2.6227,0
-2.9718,0.5180,0
0.8082,-1.4694,0
-1.0424,0.7768,1
-2.3559,0.2954,0
0.9373,2.0461,1
2.5395,-2.2913,0
2.0212,-2.7976,0
-0.4467,-2.9931,0
-2.5663,-1.9471,0
-0.6312,-2.3701,0
2.6519,-1.8972,0
2.4453,-0.7689,1
2.5324,-2.0950,0
1.0333,2.9901,1
-1.8416,2.8529,1
-2.6356,-0.9490,0
1.7057,1.8362,1
1.7232,-1.9316,0
2.6722,-2.1552,0
-2.6609,0.3925,0
0.1849,-2.5552,0
1.8385,-0.8220,1
0.6104,1.3381,1
1.6712,-0.7266,1
-2.2081,2.4625,1
2.0447,-1.4038,1
-2.7413,-1.7096,0
-0.4430,-1.5578,0
-0.7585,1.6394,1
1.2088,2.8627,1
0.5129,1.4820,1
-2.4611,-0.8551,0
-0.0528,-2.2567,0
-1.9011,-1.6363,0
2.4820,1.5250,1
-2.5768,-0.4952,0
1.4770,-0.7653,1
0.3821,-1.9606,0
-1.3554,-0.4534,0
2.6994,-0.5198,1
1.4722,-0.3608,1
2.5070,0.7437,1
2.6149,-1.4839,1
1.2037,-2.9137,0
1.6975,2.2766,1
1.4401,-2.9458,0
-1.2795,0.1349,0
2.7733,-0.0671,1
0.6703,0.0413,1
1.5835,1.8303,1
-1.6110,-0.4751,0
1.5996,2.6252,1
1.9234,1.6037,1
-2.7539,0.3865,0
-0.7801,-2.7321,0
-2.1170,1.7600,1
0.1004,2.7835,1
1.2171,-0.3392,1
2.2519,-2.6003,0
-2.3254,0.4461,0
1.7243,1.9174,1
-0.9486,1.6800,1
-2.1293,-2.9142,0
0.3200,2.7313,1
-1.5957,-1.7063,0
-2.1209,1.5527,1
-1.5731,-1.1144,0
0.6202,-0.9697,0
-0.2827,1.7214,1
1.1603,-0.1881,1
-2.7224,2.2530,1
2.6947,-2.3919,0
-1.0406,2.9417,1
-2.6353,2.5591,1
0.2706,1.4307,1
1.7313,-0.6420,1
-0.2921,1.7080,1
-1.1570,-1.2917,0
1.7469,-1.2198,0
2.7956,-1.4561,1
-0.2614,0.4948,1
2.5465,2.0419,1
-1.2675,-2.4292,0
-1.7944,-1.0531,0
-1.1126,-2.6375,0
-2.2141,-2.4838,0
-0.1101,-0.7740,0
0.2281,1.7826,1
-0.1798,1.4250,1
-0.9646,-1.9964,0
-2.4509,-2.7467,0
-2.9824,2.9147,1
0.0438,2.3982,1
1.7476,1.6489,1
2.9511,-0.3328,1
-1.5143,0.1669,0
-0.6865,-1.9225,0
1.7616,0.1807,1
2.0126,-0.2377,1
-1.8750,2.8286,1
-1.3692,2.0705,1
1.4914,-1.7424,0
-0.5314,-2.9778,0
-1.9216,-0.8181,0
-0.4781,-1.4445,0
0.4284,2.9241,1
1.7993,-2.4686,0
0.2456,-2.2603,0
2.7969,-1.2577,1
1.3896,2.7206,1
0.4382,0.3180,1
0.4865,2.8756,1
1.5313,0.7930,1
0.3343,0.2467,1
-1.7220,2.7701,1
2.9917,-1.1468,1
0.0490,-0.4607,0
0.9299,1.5429,1
-2.9733,1.9474,1
-0.5317,-2.4086,0
1.3217,2.3823,1
-0.6632,2.2241,1
-2.7791,-1.9634,0
2.6671,0.5809,1
-2.6429,0.4381,0
-2.9869,2.1284,1
-2.3228,1.9705,1
-0.7817,1.9671,1
-1.5961,-1.7260,0
1.0385,-2.6392,0
1.3900,0.4082,1
2.5910,-1.3905,1
2.7782,2.8591,1
-0.5558,-0.9161,0
-0.2937,0.3235,1
-1.6953,-2.5352,0
-2.5353,2.3429,1
-2.3250,-2.3816,0
-1.7941,-2.7041,0
-1.6193,1.0247,1
-0.6636,-2.1488,0
-0.2841,-1.8999,0
-1.8140,-0.6156,0
-0.8097,-2.7487,0
-0.3390,-1.7344,0
2.4997,-1.5195,1
-2.9146,0.4721,0
1.9408,-1.6699,0
-1.2577,2.6807,1
0.8916,-0.6166,1
2.9544,-1.7084,1
-2.0253,0.2045,0
-2.7449,-0.1852,0
1.3989,1.2649,1
-0.5421,1.5577,1
-1.9732,2.9855,1
-2.2748,0.1280,0
-2.1505,1.3584,1
2.8628,0.7031,1
0.0706,-0.9445,0
-2.7441,1.5621,0
-0.2323,2.1097,1
-0.2074,2.7758,1
0.4254,-2.2226,0
-2.8108,2.9631,1
-1.4972,-0.5654,0
-2.7538,-1.0783,0
1.7332,1.5635,1
1.7276,2.6182,1
0.8300,-2.5340,0
-0.5472,-2.8751,0
-1.1207,-0.4604,0
2.7128,2.2576,1
-0.7968,-2.0831,0
2.0461,1.8730,1
2.7936,0.4168,1
1.4123,-0.9341,1
1.5193,1.6119,1
-0.1140,-0.1553,0
2.4790,0.6404,1
2.8742,0.2523,1
1.5782,-0.2849,1
-0.2949,-2.6885,0
1.6048,1.9699,1
-0.0053,2.2032,1
-2.3260,2.3862,1
2.5769,0.9123,1
1.8951,1.9991,1
1.0829,-0.1838,1
2.4832,2.5840,1
-2.1778,1.5724,1
2.8408,-0.6640,1
-2.7220,0.9987,0
-1.4486,-0.1569,0
-2.3256,-2.7534,0
-0.8318,-0.2363,0
-1.8167,-1.8243,0
-2.4117,-1.6151,0
0.4615,-2.8639,0
-0.6423,2.6446,1
2.7035,1.6293,1
2.4024,1.4116,1
2.2481,-0.3155,1
-0.0599,-0.5056,0
1.9577,1.7428,1
-2.8223,1.1262,0
2.9676,1.2831,1
-1.2539,2.8012,1
2.5981,-0.1463,1
1.4460,2.1597,1
-0.9652,-2.3330,0
1.0815,0.7398,1
-1.2515,-0.9700,0
0.1896,-1.1277,0
0.7746,1.7674,1
-2.4324,2.6376,1
-2.1654,1.1754,1
-1.6512,1.7267,1
2.1401,0.6273,1
1.4670,0.2286,1
0.4608,-0.1556,1
-2.3277,1.8412,1
-1.5735,-0.9765,0
1.5355,1.2685,1
0.8504,0.2682,1
1.5724,-2.6855,0
-0.5286,0.3891,1
-2.0142,2.2667,1
2.5346,-1.5819,1
-2.3478,-1.3707,0
-0.9341,0.0154,0
-2.0572,-1.4448,0
0.8625,2.4797,1
2.6922,1.0606,1
-1.0220,-2.6466,0
1.1484,1.2596,1
-1.2632,1.4913,1
-1.6867,0.7550,0
1.9325,2.8405,1
1.5693,-2.4779,0
1.7204,-0.1636,1
0.4845,1.4402,1
-1.9198,-0.5051,0
-1.1646,0.5628,1
2.2560,0.9363,1
-0.5292,-0.9606,0
2.8118,0.0248,1
2.8806,-1.7823,1
-0.6407,2.2878,1
-1.3162,-2.0183,0
0.4511,1.0254,1
0.7804,-0.1498,1
2.7895,2.5170,1
2.8865,-2.0421,0
1.8297,-2.3087,0
2.0167,-1.0369,1
-2.0739,0.7443,0
-0.7928,2.9522,1
2.4053,-0.2205,1
0.4227,1.8261,1
0.2116,1.6253,1
-0.6242,-0.5162,0
-2.1060,1.9817,1
2.2200,1.9241,1
1.4160,1.3192,1
-0.8178,0.1195,0
0.0925,2.6637,1
0.1438,0.2442,1
0.1808,1.8779,1
2.0901,-2.3644,0
-0.2751,-2.7979,0
-2.2765,1.3185,1
1.4073,-0.3655,1
-0.3938,-2.3401,0
0.9668,-2.9758,0
-2.7839,-1.4972,0
-1.5540,-1.9687,0
-2.6685,-0.4846,0
1.9472,-0.9414,1
-2.1708,1.3091,1
1.4147,-2.5953,0
-2.2584,2.3666,1
-0.5608,1.0861,1
-2.6803,0.0798,0
2.1224,-0.3336,1
2.7281,-0.6815,1
-0.7024,2.6479,1
0.2177,-1.6329,0
2.8557,-0.2197,1
-0.5150,0.9527,1
2.8746,-1.5767,1
2.7882,-2.1723,0
1.0459,-0.2842,1
-2.4620,-0.1077,0
0.5742,1.5513,1
2.9789,-1.5983,1
-0.6514,-1.5701,0
2.4456,0.5334,1
-0.4927,-2.0761,0
-2.2750,-1.3373,0
1.6873,-0.9214,1
-0.7948,1.5435,1
-0.3947,2.3417,1
-2.6740,1.1946,0
-1.7024,-2.5761,0
-1.0162,-0.7198,0
0.1616,2.2582,1
-0.9780,1.8850,1
2.3890,-2.1044,0
-0.6357,-2.2515,0
-0.2643,0.9036,1
-1.9215,-0.1541,0
-0.6298,2.5608,1
2.0057,0.2851,1
2.8791,-1.2604,1
-2.7883,0.8428,0
-1.0445,-1.1357,0
-1.2139,2.8750,1
-0.5707,-0.3664,0
0.6442,-2.0860,0
-0.2983,-1.5735,0
0.7932,-2.7021,0
1.2102,-1.1638,0
-1.9706,-2.7574,0
1.7969,-1.6526,0
1.3473,-1.0206,0
-1.2660,-1.0663,0
-2.9931,-2.2383,0
1.3847,-2.5696,0
-2.6274,1.9038,1
-1.2100,-0.2731,0
2.4964,-2.9743,0
2.6647,0.0852,1
-0.5040,1.8058,1
-1.1434,-1.9805,0
-1.0602,-1.9512,0
-0.8782,-2.9124,0
-1.4179,-2.1441,0
2.1508,2.4415,1
-1.8240,-2.7092,0
0.8744,-2.4797,0
-1.2275,1.3036,1
1.0898,1.9859,1
2.3570,0.4209,1
1.4765,-0.2311,1
1.0276,1.0002,1
-0.4545,2.9436,1
2.0678,0.9705,1
1.9484,-0.7968,1
2.0480,1.3967,1
2.5988,-1.2359,1
-2.2206,2.2339,1
-0.5233,-0.9132,0
-1.9237,2.0065,1
-1.6532,-1.9279,0
2.4545,0.0135,1
-0.0152,-2.5601,0
-0.0335,-0.2865,1
-1.9253,2.6420,1
1.4731,-1.7082,0
2.1957,2.4577,1
-1.6702,2.1941,1
2.1559,-1.6590,0
0.7128,-2.7913,0
0.5424,-0.5709,0
0.6399,-1.4906,0
1.7075,1.8534,1
-2.3551,2.1939,1
-1.1332,-2.3665,0
1.9337,1.1589,1
-0.2721,1.6616,1
-1.9018,-1.9069,0
2.2898,-1.1108,1
0.6217,-2.8738,0
2.1593,-0.3386,1
2.7397,-1.7694,1
-1.4775,-0.6016,0
-1.4421,2.5439,1
1.8572,-0.9380,1
2.8064,2.2637,1
0.3500,-1.0883,0
-0.9367,-2.9870,0
-1.1314,1.0438,1
0.2430,1.4990,1
0.5688,-0.6151,0
-1.3690,-0.3456,0
-1.8337,-0.4109,0
1.0504,-0.0802,1
1.5122,-2.1484,0
-0.8216,1.2155,1
2.8237,-1.9766,0
-0.4405,-2.6887,0
0.1643,-2.3404,0
1.5176,0.0425,1
0.5531,-0.0810,1
2.7266,2.9173,1
1.9484,1.4343,1
2.2801,0.3489,1
-1.7344,-1.8989,0
-2.4587,-2.2051,0
1.0214,-1.7180,0
1.3889,1.2563,1
-1.7576,1.0590,1
0.5246,-2.1157,0
-0.1300,-1.7360,0
-2.4950,-0.7056,0
2.7488,1.6775,1
0.7966,1.4687,1
1.5716,-2.0284,0
2.2289,0.6558,1
0.7008,2.6357,1
1.9008,-0.7747,1
1.0901,-2.3497,0
1.9004,1.0923,1
1.5888,0.7208,1
2.3244,-2.4008,0
-1.8627,0.3027,0
2.7143,2.6699,1
-1.4905,2.1909,1
0.4111,-2.3609,0
0.0317,0.7919,1
-1.4973,2.4559,1
-0.1516,1.2289,1
1.8398,1.5142,1
-0.1442,-1.1603,0
2.2784,-2.0058,0
0.3595,1.3829,1
-0.8101,2.9805,1
-1.7586,-1.1092,0
-1.2458,2.1637,1
2.2683,2.8580,1
-0.1428,1.5364,1
-2.6339,-2.1779,0
-0.0855,0.3814,1
-2.8116,2.7743,1
-0.8083,-0.0792,0
2.4872,-2.0282,0
2.4115,-0.2213,1
-0.2186,-1.2917,0
-0.4016,2.4643,1
2.8638,0.1202,1
-1.1950,2.5915,1
1.9542,-0.3304,1
0.6006,-0.2255,1
1.4232,2.3814,1
0.2313,-1.3711,0
-0.5741,1.7290,1
-2.1619,-1.0459,0
1.0297,2.9857,1
-1.4986,-0.0029,0
0.0659,1.5597,1
-0.9102,0.1429,0
-2.9515,2.5960,1
1.6125,-2.5349,0
-1.7999,-2.2477,0
2.0973,-0.1432,1
-2.9920,0.6892,0
1.6340,-2.7410,0
-0.1712,-0.5654,0
0.1985,-2.5039,0
0.4036,-2.3825,0
-0.9544,1.4411,1
-2.2021,-1.1606,0
2.0105,-2.4609,0
2.4879,-0.1605,1
-0.5635,2.2722,1
-0.6130,2.8792,1
-1.2651,0.6116,0
-1.2095,0.0023,0
0.8501,1.7105,1
-0.4367,-2.5127,0
0.4325,0.0433,1
-2.4688,-2.7415,0
-0.8841,-1.4286,0
-0.7606,-2.8418,0
-1.8112,-2.8967,0
-0.6865,-2.5985,0
2.4340,1.7784,1
1.7300,-2.3940,0
1.9122,1.3916,1
-0.0765,-0.7654,0
1.4352,-0.7601,1
-1.0433,1.0995,1
2.5319,-2.1320,0
-1.7804,1.3838,1
-0.1173,-1.3470,0
-2.8377,2.2249,1
-2.5845,-1.9038,0
-0.9266,1.8948,1
2.4050,-1.7929,0
0.1144,2.0242,1
-2.2784,-1.7826,0
-1.8303,-0.3152,0
-0.0267,-1.5074,0
1.7066,-1.4342,0
-0.4485,1.1234,1
-2.3819,-2.6408,0
0.8902,2.6262,1
1.9375,0.6294,1
0.8948,2.9909,1
0.4959,-0.0425,1
1.6462,0.1861,1
2.5458,0.9087,1
-2.7041,0.2851,0
-2.3642,2.3962,1
0.3566,-0.7677,0
-0.7834,2.2057,1
-2.0425,-1.8859,0
1.0678,-1.1209,0
-0.9091,-2.8725,0
0.3172,2.2109,1
2.9267,-0.5621,1
0.0056,1.9426,1
-1.6043,-0.8602,0
-1.5257,1.3243,1
-2.2117,2.3579,1
2.8937,2.1454,1
-2.1423,2.2062,1
2.7099,2.9760,1
-0.2176,-0.3547,0
2.4348,1.5990,1
1.3767,2.7897,1
0.3012,-2.4776,0
0.1479,0.9312,1
-1.9660,1.2752,1
2.8754,0.7119,1
0.5300,-0.1657,1
1.1455,2.6071,1
0.2045,-2.7011,0
2.3520,2.3029,1
0.2705,1.3129,1
1.9930,1.9136,1
-2.6025,1.6964,1
2.4516,-0.5530,1
-0.2358,-0.2271,0
-1.2103,0.2495,0
-0.0102,0.4492,1
-1.2398,0.6415,0
0.5470,-2.3839,0
2.7988,1.4007,1
0.8881,-2.1063,0
2.2763,0.3802,1
-0.3781,1.4690,1
-2.8379,-2.3699,0
0.1781,-0.3450,1
1.7494,-0.3055,1
-2.3042,1.8848,1
-0.6948,0.1647,0
0.5253,1.9827,1
1.3489,1.4931,1
0.9130,0.5401,1
-1.7765,1.3256,1
1.5541,2.6996,1
2.4224,-1.8456,0
0.8212,-1.7994,0
1.0830,-0.8059,1
0.2244,0.4620,1
-2.9714,1.6099,0
1.9255,0.0119,1
-1.8527,-1.8431,0
2.5743,-1.6156,1
2.7689,-0.8867,1
0.4847,-0.9942,0
-0.0786,-1.7226,0
-1.4188,-1.9569,0
-0.5131,-1.9736,0
0.1653,2.3332,1
2.9992,-1.5504,1
1.9459,0.8586,1
-0.2191,-2.4511,0
-2.8552,0.7661,0
-2.8121,-0.3073,0
-1.9582,0.4476,0
-0.1851,2.2950,1
0.5350,1.3417,1
-1.1174,2.4678,1
-2.4498,1.8594,1
0.0669,1.8179,1
-0.2687,1.9278,1
-1.0864,1.6091,1
-0.4042,-2.5230,0
1.4682,-2.0310,0
-1.5908,2.2377,1
1.9553,-0.6160,1
1.1784,-1.8067,0
-1.5685,1.1322,1
-2.5460,-0.0891,0
2.0346,0.6435,1
-0.7192,0.2925,1
1.8609,-0.7073,1
1.9813,-1.9849,0
0.1252,0.3649,1
-1.1666,2.6788,1
1.8817,0.7848,1
2.8917,-0.1108,1
-2.0362,1.5988,1
0.0267,-2.2087,0
-1.6395,0.2865,0
1.4064,-1.3891,0
2.6900,-1.4300,1
0.0443,-1.2146,0
-2.4864,0.5205,0
-1.6783,-2.9539,0
-1.5773,-2.9005,0
1.3037,0.0140,1
2.0683,1.5386,1
2.0327,0.7677,1
2.4734,-1.6532,1
-0.0364,-2.1066,0
1.6280,2.6783,1
-2.9535,1.5893,1
0.8178,2.3251,1
2.8243,2.0120,1
-1.5592,-1.8209,0
0.5335,-1.4372,0
-2.1358,-0.2311,0
2.9716,0.7867,1
2.2445,1.1328,1
0.4169,-2.6879,0
-1.1069,-1.6662,0
2.5791,-1.2790,1
0.9755,2.8161,1
-1.6787,-1.0534,0
-1.0530,2.2800,1
-1.2903,-2.0109,0
-0.1005,-1.4145,0
1.8885,0.9253,1
1.1280,2.8952,1
-2.1025,-2.1275,0
2.9013,-0.7117,1
-0.4148,1.7482,1
1.8295,-1.9340,0
-2.2008,1.6885,1
1.2296,1.0563,1
-0.4225,0.7225,1
0.5998,0.0652,1
0.7700,-1.0437,0
1.9491,2.4790,1
0.2554,-1.9922,0
1.4713,-2.6966,0
2.2377,-0.9598,1
-0.9357,-1.7529,0
1.9738,0.2437,1
-2.7360,-2.1752,0
0.3527,1.2341,1
-2.8460,-2.8561,0
0.1798,-2.3919,0
0.2948,-0.7629,0
-0.2851,2.9894,1
2.4152,-2.5184,0
-2.7005,-2.2820,0
0.5344,0.3880,1
0.2513,-1.8516,0
1.6910,1.9189,1
1.7169,1.2872,1
-1.9441,1.6735,1
-2.4148,0.0523,0
-1.7161,1.3822,1
0.1988,2.3952,1
1.0262,0.2988,1
1.6965,-2.8247,0
1.2746,-2.7348,0
-2.2992,-1.0472,0
2.4239,-2.2746,0
1.6601,-1.8428,0
0.3654,-0.2422,1
-1.2768,1.5605,1
-2.8492,-2.9923,0
-2.0321,-1.5082,0
2.6140,-0.4792,1
2.4098,1.6677,1
-2.5153,-1.2021,0
2.5408,1.8425,1
-0.4458,-0.0784,1
1.7154,-2.6738,0
0.1365,-2.9177,0
-0.3807,-0.6224,0
1.0931,-0.1239,1
2.8946,2.8139,1
-1.1028,-2.5459,0
0.7521,-2.0771,0
2.0708,2.8194,1
2.0560,2.6843,1
1.6666,0.4858,1
-1.7176,0.7077,0
-0.0160,-2.7801,0
1.0690,1.9234,1
-1.2226,0.2029,0
-1.3737,-0.6952,0
0.3294,2.0517,1
-0.8741,-0.2868,0
-2.4863,1.2721,0
-2.7022,0.6726,0
-0.1938,1.9186,1
0.1249,1.3230,1
-1.1359,1.4984,1
-1.8959,-1.9451,0
-1.2042,2.7629,1
2.5183,0.9874,1
2.7925,1.5169,1
-0.4602,-1.3916,0
0.6748,2.0931,1
-0.1954,2.5598,1
-1.0682,-2.6812,0
-0.3612,1.3367,1
0.8258,0.1250,1
-0.7854,-0.4831,0
0.4352,-2.3602,0
2.7156,0.4881,1
-0.4695,-1.2976,0
-1.9627,-0.1160,0
2.6415,0.8336,1
-1.9623,0.6669,0
0.7975,-1.4610,0
-2.0161,-2.4936,0
1.5494,1.6383,1
1.6550,0.6238,1
-2.1787,1.8002,1
0.5265,0.6903,1
-2.3138,-2.2039,0
-2.7400,0.7150,0
-0.6637,2.1352,1
1.9901,0.3585,1
-0.6885,-2.9091,0
2.7613,1.1845,1
0.4745,-0.1716,1
-1.8625,-1.5792,0
2.8150,-0.7234,1
0.8662,-2.3554,0
-1.9342,2.4396,1
-1.1315,-0.8180,0
2.5688,-1.8508,0
-1.3369,-0.2240,0
-0.1305,1.3401,1
-0.7862,-2.7597,0
-2.7334,1.8197,1
-2.5891,2.3963,1
-0.0294,0.6387,1
0.6252,-1.0284,0
-0.6175,1.7433,1
2.9361,2.1527,1
-1.9972,-0.8385,0
0.5243,-0.5255,1
-0.9271,-0.6663,0
-0.9219,-0.4811,0
0.9353,-2.9606,0
-0.0096,1.0271,1
-0.5360,2.7260,1
-0.0196,0.9080,1
-0.2661,-2.3360,0
-2.8926,-2.7192,0
-1.3550,-2.3109,0
-2.7219,1.2304,0
0.3653,2.9366,1
-2.7137,2.2536,1
-0.8358,0.9111,1
1.2303,2.4238,1
-2.7912,-1.2288,0
1.7483,0.4045,1
0.9733,-0.3785,1
0.8283,1.3914,1
2.3174,0.4118,1
-0.9949,2.4043,1
1.2378,-1.0167,0
-2.7781,2.7262,1
1.4176,-1.3784,0
-1.6398,-1.9255,0
1.5712,1.8525,1
2.7777,2.7905,1
-1.0889,0.9711,1
2.5346,-2.8449,0
2.0023,0.0147,1
1.8739,0.4230,1
2.2523,0.9764,1
1.4643,-0.5862,1
-1.8921,-2.4589,0
-2.4065,2.2598,1
-2.5419,-2.5341,0
-1.9971,0.5265,0
-2.1685,2.7573,1
2.7782,-1.5153,1
0.1446,-1.9451,0
2.6311,1.2592,1
2.8157,0.8026,1
-2.3223,-0.3296,0
0.1933,1.2432,1
-1.7994,-2.3560,0
0.0149,2.3553,1
-0.1161,0.5658,1
-1.1233,0.6523,0
-1.0383,-1.7058,0
1.6613,-2.9024,0
0.7113,-1.8724,0
2.7228,-2.4855,0
-0.1552,2.3996,1
-2.1488,-2.8312,0
1.6349,0.1141,1
1.2752,-0.7009,1
-2.1718,-0.8404,0
-0.6179,0.5037,1
1.9521,-0.2712,1
1.6681,2.4985,1
-2.0168,1.6150,1
2.2309,0.7454,1
-2.9593,2.0656,1
0.9957,-1.9438,0
2.1681,0.4153,1
-0.9327,-0.5768,0
-1.3569,1.5082,1
2.1479,2.5307,1
-0.9147,-0.1606,0
-0.7099,2.5878,1
0.2064,0.5407,1
2.6579,1.6198,1
-0.5547,0.2064,0
2.4075,-2.8053,0
0.1201,-0.8364,0
-0.6112,-0.8850,0
2.1859,1.6054,1
2.0561,1.9297,1
-0.3192,1.9167,1
1.0171,2.8709,1
2.5924,-1.6804,1
1.8434,1.3790,1
-2.4844,-1.9496,0
-0.6050,-2.1852,0
0.9579,-2.0643,0
1.7450,-1.4161,0
2.4499,0.1584,1
-2.6883,0.1545,0
0.1217,-2.6201,0
-2.2079,1.3936,1
2.5680,1.4250,1
1.6447,-1.8565,0
-1.9631,-0.5883,0
2.7774,-0.9018,1
-1.7595,-1.6565,0
0.2514,1.7809,1
0.3616,2.4996,1
-2.8894,-1.0175,0
-1.6163,-0.1174,0
0.5048,-0.7979,0
-2.7978,-2.4683,0
1.6748,-2.4768,0
-0.5899,2.3920,1
-0.6866,-2.4708,0
1.7196,-1.9086,0
1.0930,0.9020,1
2.6557,0.1675,1
1.9522,1.2469,1
-2.4147,-2.8303,0
1.1292,0.2600,1
-0.0583,0.3815,1
2.8234,-2.7256,0
0.1629,-0.5022,0
1.4415,-0.0805,1
-1.4414,0.0913,0
-1.0306,-2.3984,0
-0.5296,-1.9167,0
2.2511,-2.5504,0
0.2708,-1.8069,0
0.1364,-2.8764,0
-1.9349,2.3619,1
-2.1337,1.9937,1
-2.6954,-2.5574,0
-0.0063,0.2856,1
-1.7045,-2.6050,0
1.4112,2.1868,1
-0.2812,-1.2243,0
-0.7696,0.3943,1
1.0887,-2.8690,0
2.6993,1.8733,1
-0.6762,1.0963,1
0.2796,1.2680,1
0.9212,-0.1677,1
-2.2489,-0.9938,0
-2.9677,2.4083,1
0.3066,-1.7570,0
-0.4272,-2.4773,0
1.6952,2.9385,1
-2.3537,-1.1705,0
-0.6154,-0.6258,0
-2.0054,1.8473,1
-1.8784,-1.5174,0
-2.3095,1.6118,1
0.7050,2.0294,1
1.0310,-1.3497,0
2.7990,1.7995,1
-0.2219,1.0314,1
2.1255,-2.1936,0
0.1463,-2.1615,0
-1.0016,0.5183,1
1.8452,0.3512,1
0.0363,-2.6885,0
-1.8217,-0.2970,0
0.1283,2.2702,1
-0.0962,-0.2115,0
0.5005,-0.1215,1
0.6594,0.9315,1
-0.9928,-2.8893,0
2.7011,-0.9100,1
1.6620,-2.9032,0
-2.1063,1.5770,1
